engine_id,dataset_id,health_index,risk_score,risk_state,rul_cycles,ci_lower,ci_upper,ci_std,model_name,rmse
37,FD001,0.5118051529427514,0.4881948470572486,Critical,22.03113022828794,16.920787774009554,27.141472682566324,5.110342454278383,Monotonic HistGradientBoostingRegressor,18.459221643626265
93,FD001,0.5155440083389903,0.4844559916610097,Degrading,68.50726832864609,42.81699001174185,94.19754664555033,25.69027831690424,Monotonic HistGradientBoostingRegressor,18.459221643626265
3,FD001,0.5180279752295844,0.48197202477041556,Degrading,37.854916221856584,28.725162665489357,46.98466977822381,9.129753556367227,Monotonic HistGradientBoostingRegressor,18.459221643626265
94,FD001,0.5187339395390196,0.4812660604609804,Degrading,45.66821299782187,28.228362081027885,63.108063914615855,17.439850916793983,Monotonic HistGradientBoostingRegressor,18.459221643626265
11,FD001,0.5200512760984128,0.47994872390158716,Degrading,38.05514273407489,26.158908035650352,49.95137743249943,11.89623469842454,Monotonic HistGradientBoostingRegressor,18.459221643626265
46,FD001,0.5214194224839238,0.4785805775160762,Degrading,45.66821299782187,30.099012632999017,61.237413362644716,15.569200364822851,Monotonic HistGradientBoostingRegressor,18.459221643626265
52,FD001,0.5226609891043484,0.47733901089565156,Degrading,34.98059919462716,26.782971489004026,43.178226900250294,8.197627705623134,Monotonic HistGradientBoostingRegressor,18.459221643626265
63,FD001,0.5234783657748379,0.47652163422516214,Degrading,88.05926581556977,72.13601551922638,103.98251611191317,15.923250296343394,Monotonic HistGradientBoostingRegressor,18.459221643626265
4,FD001,0.5269036434766727,0.47309635652332727,Degrading,59.091332557631546,39.654450091556896,78.5282150237062,19.436882466074646,Monotonic HistGradientBoostingRegressor,18.459221643626265
45,FD001,0.5305187859683176,0.4694812140316824,Degrading,54.37285627548396,36.49836047839922,72.2473520725687,17.874495797084737,Monotonic HistGradientBoostingRegressor,18.459221643626265
57,FD001,0.5504665077108245,0.4495334922891755,Degrading,96.29075506182494,76.30863555462551,116.27287456902437,19.982119507199428,Monotonic HistGradientBoostingRegressor,18.459221643626265
38,FD001,0.5561968342698107,0.4438031657301893,Degrading,57.429859494451264,30.40894352181999,84.45077546708254,27.020915972631276,Monotonic HistGradientBoostingRegressor,18.459221643626265
98,FD001,0.5647391622314626,0.4352608377685374,Degrading,65.62168858420317,35.74571328631541,95.49766388209093,29.875975297887763,Monotonic HistGradientBoostingRegressor,18.459221643626265
24,FD001,0.5749465315833995,0.4250534684166005,Critical,45.27606778385688,34.100129344513185,56.45200622320058,11.175938439343698,Monotonic HistGradientBoostingRegressor,18.459221643626265
30,FD001,0.5758098454411498,0.42419015455885023,Degrading,100.88660142861679,77.16099500854818,124.61220784868539,23.725606420068594,Monotonic HistGradientBoostingRegressor,18.459221643626265
8,FD001,0.5788012576930712,0.4211987423069288,Degrading,87.09259488860368,59.184755488177146,115.00043428903022,27.90783940042654,Monotonic HistGradientBoostingRegressor,18.459221643626265
13,FD001,0.5837220066811216,0.4162779933188784,Degrading,62.73229513745169,38.83996163902589,86.6246286358775,23.89233349842581,Monotonic HistGradientBoostingRegressor,18.459221643626265
9,FD001,0.5884780735941817,0.4115219264058183,Healthy,108.623707175218,92.48725465305564,124.76015969738036,16.136452522162358,Monotonic HistGradientBoostingRegressor,18.459221643626265
79,FD001,0.5918912552751214,0.40810874472487857,Degrading,95.16273107928092,71.13633725915052,119.18912489941131,24.026393820130398,Monotonic HistGradientBoostingRegressor,18.459221643626265
17,FD001,0.596195192321977,0.40380480767802296,Degrading,82.52195881387898,55.32038532997919,109.72353229777877,27.20157348389979,Monotonic HistGradientBoostingRegressor,18.459221643626265
70,FD001,0.5977357775421475,0.40226422245785254,Degrading,108.96575330255557,94.54445308378195,123.3870535213292,14.42130021877362,Monotonic HistGradientBoostingRegressor,18.459221643626265
14,FD001,0.5979948298518389,0.40200517014816106,Degrading,99.13052512246972,69.66146337968598,128.59958686525346,29.469061742783737,Monotonic HistGradientBoostingRegressor,18.459221643626265
74,FD001,0.5996916002925873,0.4003083997074127,Degrading,113.71126143575998,90.88739016027299,136.53513271124697,22.823871275486987,Monotonic HistGradientBoostingRegressor,18.459221643626265
5,FD001,0.6012785107189601,0.3987214892810399,Degrading,113.51712451379225,95.94545413218083,131.08879489540368,17.57167038161142,Monotonic HistGradientBoostingRegressor,18.459221643626265
80,FD001,0.6129150789288849,0.38708492107111514,Degrading,105.01814895098163,79.20726171322863,130.82903618873462,25.810887237752986,Monotonic HistGradientBoostingRegressor,18.459221643626265
89,FD001,0.6139445559780112,0.38605544402198877,Degrading,105.01814895098163,90.11276737250468,119.92353052945857,14.90538157847695,Monotonic HistGradientBoostingRegressor,18.459221643626265
72,FD001,0.6180333883522049,0.3819666116477951,Degrading,78.07319925262703,48.70443353120115,107.44196497405292,29.368765721425884,Monotonic HistGradientBoostingRegressor,18.459221643626265
88,FD001,0.6251329451491261,0.3748670548508739,Healthy,113.91191576654522,91.89493368452499,135.92889784856544,22.016982082020235,Monotonic HistGradientBoostingRegressor,18.459221643626265
69,FD001,0.6281388663048099,0.37186113369519014,Healthy,105.06333855949731,88.57557339862727,121.55110372036735,16.487765160870044,Monotonic HistGradientBoostingRegressor,18.459221643626265
48,FD001,0.6291873567579462,0.37081264324205376,Degrading,79.12413333779494,50.403626726664285,107.8446399489256,28.72050661113066,Monotonic HistGradientBoostingRegressor,18.459221643626265
28,FD001,0.6308734707825514,0.3691265292174486,Degrading,114.06787582342461,92.68803485114421,135.44771679570502,21.37984097228041,Monotonic HistGradientBoostingRegressor,18.459221643626265
33,FD001,0.6311542373241332,0.3688457626758668,Healthy,107.4410685983881,85.29623624408927,129.58590095268693,22.144832354298824,Monotonic HistGradientBoostingRegressor,18.459221643626265
47,FD001,0.6315703879630604,0.3684296120369396,Healthy,116.23424530581703,108.8068702647948,123.66162034683926,7.427375041022233,Monotonic HistGradientBoostingRegressor,18.459221643626265
62,FD001,0.6341129233134031,0.3658870766865969,Degrading,59.01818403556104,35.6119882746092,82.42437979651288,23.406195760951842,Monotonic HistGradientBoostingRegressor,18.459221643626265
60,FD001,0.6347246184516425,0.3652753815483575,Healthy,111.32262758265038,99.2196692666022,123.42558589869857,12.102958316048188,Monotonic HistGradientBoostingRegressor,18.459221643626265
10,FD001,0.6394963410675865,0.36050365893241354,Degrading,76.7768993272391,52.8435021592648,100.71029649521338,23.933397167974295,Monotonic HistGradientBoostingRegressor,18.459221643626265
51,FD001,0.6415560476456384,0.35844395235436155,Degrading,107.86806499882103,86.8323810308584,128.90374896678367,21.03568396796263,Monotonic HistGradientBoostingRegressor,18.459221643626265
44,FD001,0.6420426214465216,0.3579573785534784,Degrading,88.63407225663843,61.57411845032162,115.69402606295525,27.059953806316816,Monotonic HistGradientBoostingRegressor,18.459221643626265
97,FD001,0.6489428498372923,0.35105715016270767,Degrading,105.51942538121834,80.36807551684724,130.67077524558943,25.151349864371095,Monotonic HistGradientBoostingRegressor,18.459221643626265
85,FD001,0.6501574534722406,0.34984254652775937,Healthy,116.20080938019784,103.56617840022854,128.83544036016713,12.6346309799693,Monotonic HistGradientBoostingRegressor,18.459221643626265
6,FD001,0.6525608375696881,0.3474391624303119,Degrading,106.11237270911393,81.8788855477498,130.34585987047805,24.233487161364124,Monotonic HistGradientBoostingRegressor,18.459221643626265
2,FD001,0.6525885418365417,0.3474114581634583,Healthy,120.2349197651378,113.16071309583559,127.30912643444002,7.074206669302218,Monotonic HistGradientBoostingRegressor,18.459221643626265
27,FD001,0.6561828537037809,0.34381714629621907,Healthy,105.81524913563933,77.74477354294586,133.8857247283328,28.070475592693473,Monotonic HistGradientBoostingRegressor,18.459221643626265
86,FD001,0.6570677651169753,0.3429322348830247,Degrading,114.8104370185834,98.54510271522523,131.07577132194157,16.26533430335817,Monotonic HistGradientBoostingRegressor,18.459221643626265
12,FD001,0.6593856094884156,0.3406143905115844,Degrading,98.1579102869898,72.75658158158544,123.55923899239417,25.40132870540437,Monotonic HistGradientBoostingRegressor,18.459221643626265
67,FD001,0.6650977537372067,0.3349022462627933,Healthy,92.31114637791201,66.27333733029819,118.34895542552583,26.037809047613816,Monotonic HistGradientBoostingRegressor,18.459221643626265
7,FD001,0.6711230477944743,0.3288769522055257,Healthy,110.75003017455582,86.40842176426378,135.09163858484786,24.341608410292036,Monotonic HistGradientBoostingRegressor,18.459221643626265
83,FD001,0.6805795256916989,0.3194204743083011,Healthy,115.4405023406799,101.37324958827654,129.50775509308326,14.067252752403364,Monotonic HistGradientBoostingRegressor,18.459221643626265
32,FD001,0.6831143613187713,0.31688563868122865,Degrading,66.26635677624655,48.46351711511384,84.06919643737928,17.802839661132715,Monotonic HistGradientBoostingRegressor,18.459221643626265
29,FD001,0.6848832659313082,0.3151167340686918,Healthy,108.6297107698521,96.80480485056462,120.45461668913957,11.824905919287476,Monotonic HistGradientBoostingRegressor,18.459221643626265
19,FD001,0.6872401800163467,0.3127598199836533,Degrading,84.77153489283418,57.94586807912758,111.59720170654079,26.825666813706604,Monotonic HistGradientBoostingRegressor,18.459221643626265
95,FD001,0.6964295208797292,0.3035704791202708,Healthy,92.01140588010128,67.66317391143464,116.35963784876792,24.34823196866664,Monotonic HistGradientBoostingRegressor,18.459221643626265
25,FD001,0.7099603906583808,0.2900396093416192,Degrading,106.16031880155397,90.67734751048712,121.64329009262082,15.48297129106684,Monotonic HistGradientBoostingRegressor,18.459221643626265
21,FD001,0.7106830776628945,0.2893169223371055,Degrading,87.84584716188118,63.80251336641929,111.88918095734307,24.043333795461894,Monotonic HistGradientBoostingRegressor,18.459221643626265
22,FD001,0.7115197072009553,0.28848029279904475,Healthy,108.4432746792032,92.63321775330948,124.25333160509692,15.81005692589372,Monotonic HistGradientBoostingRegressor,18.459221643626265
55,FD001,0.7116725995801076,0.28832740041989235,Healthy,111.9182629031475,93.94717501175928,129.88935079453572,17.971087891388212,Monotonic HistGradientBoostingRegressor,18.459221643626265
50,FD001,0.7214750968771535,0.2785249031228465,Degrading,88.54319835057412,65.18620582156902,111.90019087957921,23.3569925290051,Monotonic HistGradientBoostingRegressor,18.459221643626265
75,FD001,0.7230467331027424,0.27695326689725763,Healthy,99.15389508261012,79.95786684758191,118.34992331763833,19.196028235028205,Monotonic HistGradientBoostingRegressor,18.459221643626265
16,FD001,0.7378713904310653,0.2621286095689347,Healthy,111.50996145105265,90.45978330453806,132.56013959756723,21.05017814651458,Monotonic HistGradientBoostingRegressor,18.459221643626265
23,FD001,0.741726444176912,0.258273555823088,Healthy,109.5923920194336,91.33027001786982,127.85451402099739,18.262122001563785,Monotonic HistGradientBoostingRegressor,18.459221643626265
71,FD001,0.7464369883052313,0.2535630116947687,Healthy,107.45064943254715,87.44165145663641,127.4596474084579,20.008997975910738,Monotonic HistGradientBoostingRegressor,18.459221643626265
1,FD001,0.7613945263361466,0.23860547366385343,Healthy,105.72244456313949,83.93168734821003,127.51320177806895,21.790757214929457,Monotonic HistGradientBoostingRegressor,18.459221643626265
15,FD001,0.7640668422300015,0.23593315776999846,Healthy,108.47772489716121,82.99914762133986,133.95630217298256,25.478577275821348,Monotonic HistGradientBoostingRegressor,18.459221643626265
87,FD001,0.7657856326775445,0.23421436732245549,Healthy,109.83991561151016,92.28692441342658,127.39290680959375,17.552991198083593,Monotonic HistGradientBoostingRegressor,18.459221643626265
39,FD001,0.780866548953552,0.219133451046448,Healthy,117.64900566091974,97.3219325809114,137.97607874092807,20.327073080008347,Monotonic HistGradientBoostingRegressor,18.459221643626265
73,FD001,0.7814258344996752,0.21857416550032482,Healthy,115.9386830545085,100.32370626938327,131.55365983963372,15.614976785125233,Monotonic HistGradientBoostingRegressor,18.459221643626265
26,FD001,0.7997031138460713,0.2002968861539287,Healthy,120.0146499075592,109.96487876588637,130.06442104923204,10.049771141672828,Monotonic HistGradientBoostingRegressor,18.459221643626265
96,FD001,0.8177622978578503,0.18223770214214974,Healthy,121.97413854677173,119.62256460576965,124.3257124877738,2.351573941002068,Monotonic HistGradientBoostingRegressor,18.459221643626265
65,FD001,0.8202889118341885,0.1797110881658115,Healthy,120.71590318390464,116.33658816897366,125.09521819883562,4.379315014930987,Monotonic HistGradientBoostingRegressor,18.459221643626265
99,FD001,0.8263266556638982,0.17367334433610182,Healthy,120.04440125444256,115.1438298591867,124.94497264969843,4.900571395255862,Monotonic HistGradientBoostingRegressor,18.459221643626265
59,FD001,0.8302116879186756,0.1697883120813244,Healthy,120.18562853436144,104.8371562976859,135.53410077103698,15.348472236675544,Monotonic HistGradientBoostingRegressor,18.459221643626265
54,FD001,0.8419165280962893,0.15808347190371075,Healthy,123.36162959844954,119.87366457568913,126.84959462120995,3.4879650227604055,Monotonic HistGradientBoostingRegressor,18.459221643626265
78,FD001,0.8822730312710187,0.11772696872898125,Healthy,126.46173900890103,124.06557540847639,128.8579026093257,2.396163600424646,Monotonic HistGradientBoostingRegressor,18.459221643626265
